county_name,precinct_name,candidate_ballot_name,yes_votes,district
Franklin,PRAIRIE DELL,Dave Schatz,834,26
Franklin,ROBERTSVILLE,Dave Schatz,666,26
Franklin,SOUTH POINT,Dave Schatz,532,26
Franklin,SPRING BLUFF,Dave Schatz,212,26
Franklin,ST ALBANS,Dave Schatz,644,26
Franklin,ST CLAIR,Dave Schatz,433,26
Franklin,ST CLAIR 2,Dave Schatz,336,26
Franklin,ST CLAIR OT/DB/PV,Dave Schatz,1428,26
Franklin,STANTON/CW/DB-ST,Dave Schatz,512,26
Franklin,SULLIVAN 1,Dave Schatz,339,26
Franklin,SULLIVAN 2,Dave Schatz,495,26
Franklin,SULLIVAN 3,Dave Schatz,153,26
Franklin,SULLIVAN OT/MV/OGV,Dave Schatz,446,26
Franklin,UNION 1,Dave Schatz,502,26
Franklin,UNION 2,Dave Schatz,575,26
Franklin,UNION 3,Dave Schatz,462,26
Franklin,UNION 4,Dave Schatz,756,26
Franklin,UNION O.T.,Dave Schatz,567,26
Franklin,VILLA RIDGE,Dave Schatz,1111,26
Franklin,WASHINGTON 1,Dave Schatz,871,26
Franklin,WASHINGTON 2,Dave Schatz,1212,26
Franklin,WASHINGTON 3,Dave Schatz,984,26
Franklin,WASHINGTON 4,Dave Schatz,814,26
Franklin,ZIEGENMEYER,Dave Schatz,630,26
Franklin,ABSENTEE,Dave Schatz,1573,26
Franklin,BEAUFORT/LYON,John Kiehne,240,26
Franklin,BEAUFORT/UNION-PEA RIDGE,John Kiehne,83,26
Franklin,BERGER,John Kiehne,131,26
Franklin,CATAWISSA,John Kiehne,381,26
Franklin,CLOVER BOTTOM E,John Kiehne,226,26
Franklin,CLOVER BOTTOM W,John Kiehne,58,26
Franklin,DETMOLD/JAEGERS SHOP,John Kiehne,106,26
Franklin,DUEMLER,John Kiehne,186,26
Franklin,ELMONT/JAPAN,John Kiehne,252,26
Franklin,EXCELSIOR/YEATES,John Kiehne,125,26
Franklin,GERALD 1,John Kiehne,74,26
Franklin,GERALD 2,John Kiehne,56,26
Franklin,GERALD O.T.,John Kiehne,107,26
Franklin,GILDEHAUS,John Kiehne,184,26
Franklin,GRAY SUMMIT,John Kiehne,444,26
Franklin,JEFFRIESBURG,John Kiehne,204,26
Franklin,KRAKOW,John Kiehne,338,26
Franklin,LABADIE,John Kiehne,257,26
Franklin,LESLIE O.T. & VILLAGE,John Kiehne,116,26
Franklin,LUEBBERING,John Kiehne,333,26
Franklin,LYON,John Kiehne,147,26
Franklin,NEW HAVEN 1,John Kiehne,94,26
Franklin,NEW HAVEN 2,John Kiehne,141,26
Franklin,PACIFIC 1,John Kiehne,198,26
Franklin,PACIFIC 2,John Kiehne,373,26
Franklin,PACIFIC 3,John Kiehne,380,26
Franklin,PACIFIC O.T.,John Kiehne,238,26
Franklin,PRAIRIE DELL,John Kiehne,400,26
Franklin,ROBERTSVILLE,John Kiehne,393,26
Franklin,SOUTH POINT,John Kiehne,172,26
Franklin,SPRING BLUFF,John Kiehne,101,26
Franklin,ST ALBANS,John Kiehne,190,26
Franklin,ST CLAIR,John Kiehne,232,26
Franklin,ST CLAIR 2,John Kiehne,264,26
Franklin,ST CLAIR OT/DB/PV,John Kiehne,737,26
Franklin,STANTON/CW/DB-ST,John Kiehne,249,26
Franklin,SULLIVAN 1,John Kiehne,205,26
Franklin,SULLIVAN 2,John Kiehne,243,26
Franklin,SULLIVAN 3,John Kiehne,63,26
Franklin,SULLIVAN OT/MV/OGV,John Kiehne,205,26
Franklin,UNION 1,John Kiehne,279,26
Franklin,UNION 2,John Kiehne,330,26
Franklin,UNION 3,John Kiehne,260,26
Franklin,UNION 4,John Kiehne,401,26
Franklin,UNION O.T.,John Kiehne,253,26
Franklin,VILLA RIDGE,John Kiehne,634,26
Franklin,WASHINGTON 1,John Kiehne,568,26
Franklin,WASHINGTON 2,John Kiehne,508,26
Franklin,WASHINGTON 3,John Kiehne,513,26
Franklin,WASHINGTON 4,John Kiehne,448,26
Franklin,ZIEGENMEYER,John Kiehne,230,26
Franklin,ABSENTEE,John Kiehne,892,26
Gasconade,DRAKE,Mike Bernskoetter,202,6
Gasconade,HERMANN WARD 1,Mike Bernskoetter,250,6
Gasconade,HERMANN WARD 2,Mike Bernskoetter,281,6
Gasconade,LITTLE BERGER,Mike Bernskoetter,467,6
Gasconade,BOULWARE,Mike Bernskoetter,207,6
Gasconade,OWENSVILLE WARD 1,Mike Bernskoetter,349,6
Gasconade,OWENSVILLE WARD 2,Mike Bernskoetter,269,6
Gasconade,REDBIRD,Mike Bernskoetter,155,6
Gasconade,ROSEBUD WARD 1 WARD 2,Mike Bernskoetter,133,6
Gasconade,RURAL CANAAN,Mike Bernskoetter,600,6
Gasconade,SWISS,Mike Bernskoetter,199,6
Gasconade,TAYLOE,Mike Bernskoetter,259,6
Gasconade,THIRD CREEK,Mike Bernskoetter,234,6
Gasconade,BLAND 1 & 2/CANAAN,Mike Bernskoetter,464,6
Gasconade,GASCONADE/STOLPE,Mike Bernskoetter,118,6
Gasconade,MORRISON/RURAL MORRISON,Mike Bernskoetter,106,6
Gasconade,FEDERAL,Mike Bernskoetter,0,6
Gasconade,ABSENTEE,Mike Bernskoetter,190,6
Gasconade,DRAKE,Nicole Thompson,43,6
Gasconade,HERMANN WARD 1,Nicole Thompson,152,6
Gasconade,HERMANN WARD 2,Nicole Thompson,152,6
Gasconade,LITTLE BERGER,Nicole Thompson,110,6
Gasconade,BOULWARE,Nicole Thompson,60,6
Gasconade,OWENSVILLE WARD 1,Nicole Thompson,117,6
Gasconade,OWENSVILLE WARD 2,Nicole Thompson,88,6
Gasconade,REDBIRD,Nicole Thompson,60,6
Gasconade,ROSEBUD WARD 1 WARD 2,Nicole Thompson,36,6
Gasconade,RURAL CANAAN,Nicole Thompson,194,6
Gasconade,SWISS,Nicole Thompson,58,6
Gasconade,TAYLOE,Nicole Thompson,99,6
Gasconade,THIRD CREEK,Nicole Thompson,75,6
Gasconade,BLAND 1 & 2/CANAAN,Nicole Thompson,143,6
Gasconade,GASCONADE/STOLPE,Nicole Thompson,50,6
Gasconade,MORRISON/RURAL MORRISON,Nicole Thompson,33,6
Gasconade,FEDERAL,Nicole Thompson,0,6
Gasconade,ABSENTEE,Nicole Thompson,88,6
Gasconade,DRAKE,Steven Wilson,8,6
Gasconade,HERMANN WARD 1,Steven Wilson,18,6
Gasconade,HERMANN WARD 2,Steven Wilson,18,6
Gasconade,LITTLE BERGER,Steven Wilson,11,6
Gasconade,BOULWARE,Steven Wilson,5,6
Gasconade,OWENSVILLE WARD 1,Steven Wilson,8,6
Gasconade,OWENSVILLE WARD 2,Steven Wilson,8,6
Gasconade,REDBIRD,Steven Wilson,7,6
Gasconade,ROSEBUD WARD 1 WARD 2,Steven Wilson,4,6
Gasconade,RURAL CANAAN,Steven Wilson,14,6
Gasconade,SWISS,Steven Wilson,4,6
Gasconade,TAYLOE,Steven Wilson,10,6
Gasconade,THIRD CREEK,Steven Wilson,12,6
Gasconade,BLAND 1 & 2/CANAAN,Steven Wilson,17,6
Gasconade,GASCONADE/STOLPE,Steven Wilson,8,6
Gasconade,MORRISON/RURAL MORRISON,Steven Wilson,0,6
Gasconade,FEDERAL,Steven Wilson,0,6
Gasconade,ABSENTEE,Steven Wilson,15,6
Gasconade,WRITE IN,Christina Smith,1,6
Gentry,ATHENS NORTH AND SOUTH,Dan Hegeman,576,12
Gentry,BOGLE GENTRY,Dan Hegeman,62,12
Gentry,COOPER EAST AND WEST,Dan Hegeman,457,12
Gentry,COOPER DARLINGTON,Dan Hegeman,57,12
Gentry,HOWARD LONESTAR,Dan Hegeman,35,12
Gentry,HUGGINS CARMACK,Dan Hegeman,56,12
Gentry,JACKSON EAST &WEST,Dan Hegeman,385,12
Gentry,MILLER BERLIN,Dan Hegeman,90,12
Gentry,MILLER MCFALL,Dan Hegeman,60,12
Gentry,WILSON ALANTHUS,Dan Hegeman,68,12
Gentry,ABSENTEE,Dan Hegeman,152,12
Gentry,ATHENS NORTH AND SOUTH,Terry Richard,198,12
Gentry,BOGLE GENTRY,Terry Richard,16,12
Gentry,COOPER EAST AND WEST,Terry Richard,106,12
Gentry,COOPER DARLINGTON,Terry Richard,6,12
Gentry,HOWARD LONESTAR,Terry Richard,17,12
Gentry,HUGGINS CARMACK,Terry Richard,12,12
Gentry,JACKSON EAST &WEST,Terry Richard,63,12
Gentry,MILLER BERLIN,Terry Richard,10,12
Gentry,MILLER MCFALL,Terry Richard,14,12
Gentry,WILSON ALANTHUS,Terry Richard,8,12
Gentry,ABSENTEE,Terry Richard,57,12
Greene,BATTLEFIELD-A,Eric W. Burlison,1813,20
Greene,39-B,Eric W. Burlison,242,20
Greene,39-C,Eric W. Burlison,95,20
Greene,BRKLN,Eric W. Burlison,881,20
Greene,1ST N CMP,Eric W. Burlison,891,20
Greene,2ND N CMP,Eric W. Burlison,1044,20
Greene,CASS,Eric W. Burlison,452,20
Greene,1ST CENTER,Eric W. Burlison,1217,20
Greene,3RD CENTER,Eric W. Burlison,601,20
Greene,CHEROKEE,Eric W. Burlison,1543,20
Greene,E CLAY A,Eric W. Burlison,553,20
Greene,CLAY B,Eric W. Burlison,799,20
Greene,CLAY C,Eric W. Burlison,1346,20
Greene,1ST FKLN,Eric W. Burlison,572,20
Greene,2ND FKLN,Eric W. Burlison,1224,20
Greene,1ST JACK,Eric W. Burlison,932,20
Greene,2ND JACK,Eric W. Burlison,1286,20
Greene,MURRAY,Eric W. Burlison,1958,20
Greene,POND CREEK,Eric W. Burlison,659,20
Greene,E REPUBLIC,Eric W. Burlison,1505,20
Greene,N REPUBLIC,Eric W. Burlison,1626,20
Greene,W REPUBLIC,Eric W. Burlison,1104,20
Greene,2ND ROBB,Eric W. Burlison,729,20
Greene,TAYLOR,Eric W. Burlison,922,20
Greene,WALNUT GRV,Eric W. Burlison,405,20
Greene,WASHINGTON,Eric W. Burlison,1101,20
Greene,BATTLEFIELD-B,Eric W. Burlison,1505,20
Greene,FEDERAL,Eric W. Burlison,4,20
Greene,ABSENTEE,Eric W. Burlison,2407,20
Greene,CENTRAL POLLING LOCATION: MSU,Eric W. Burlison,572,20
Greene,1-ABC,Eric W. Burlison,0,20
Greene,11/1ST CAMPBELL,Eric W. Burlison,1066,20
Greene,29-ABC,Eric W. Burlison,376,20
Greene,42-BC,Eric W. Burlison,91,20
Greene,1ST/2ND BOONE,Eric W. Burlison,678,20
Greene,2ND CAMPBELL A/C,Eric W. Burlison,1,20
Greene,1ST ROBBERSON A/B,Eric W. Burlison,560,20
Greene,WILSON C/CW,Eric W. Burlison,2681,20
Greene,BATTLEFIELD-A,Jim Billedo,709,20
Greene,39-B,Jim Billedo,61,20
Greene,39-C,Jim Billedo,31,20
Greene,BRKLN,Jim Billedo,302,20
Greene,1ST N CMP,Jim Billedo,345,20
Greene,2ND N CMP,Jim Billedo,399,20
Greene,CASS,Jim Billedo,117,20
Greene,1ST CENTER,Jim Billedo,442,20
Greene,3RD CENTER,Jim Billedo,182,20
Greene,CHEROKEE,Jim Billedo,753,20
Greene,E CLAY A,Jim Billedo,247,20
Greene,CLAY B,Jim Billedo,225,20
Greene,CLAY C,Jim Billedo,436,20
Greene,1ST FKLN,Jim Billedo,153,20
Greene,2ND FKLN,Jim Billedo,397,20
Greene,1ST JACK,Jim Billedo,335,20
Greene,2ND JACK,Jim Billedo,442,20
Greene,MURRAY,Jim Billedo,650,20
Greene,POND CREEK,Jim Billedo,147,20
Greene,E REPUBLIC,Jim Billedo,497,20
Greene,N REPUBLIC,Jim Billedo,599,20
Greene,W REPUBLIC,Jim Billedo,411,20
Greene,2ND ROBB,Jim Billedo,262,20
Greene,TAYLOR,Jim Billedo,299,20
Greene,WALNUT GRV,Jim Billedo,129,20
Greene,WASHINGTON,Jim Billedo,326,20
Greene,BATTLEFIELD-B,Jim Billedo,631,20
Greene,FEDERAL,Jim Billedo,1,20
Greene,ABSENTEE,Jim Billedo,1032,20
Greene,CENTRAL POLLING LOCATION: MSU,Jim Billedo,309,20
Greene,1-ABC,Jim Billedo,0,20
Greene,11/1ST CAMPBELL,Jim Billedo,410,20
Greene,29-ABC,Jim Billedo,148,20
Greene,42-BC,Jim Billedo,38,20
Greene,1ST/2ND BOONE,Jim Billedo,250,20
Greene,2ND CAMPBELL A/C,Jim Billedo,0,20
Greene,1ST ROBBERSON A/B,Jim Billedo,191,20
Greene,WILSON C/CW,Jim Billedo,1192,20
Greene,3-A,Lincoln Hough,247,30
Greene,3-B,Lincoln Hough,98,30
Greene,7-C,Lincoln Hough,393,30
Greene,16-C,Lincoln Hough,428,30
Greene,22-C,Lincoln Hough,202,30
Greene,32-B,Lincoln Hough,692,30
Greene,34-A,Lincoln Hough,572,30
Greene,34-B,Lincoln Hough,410,30
Greene,34-C,Lincoln Hough,627,30
Greene,35-A,Lincoln Hough,476,30
Greene,35-B,Lincoln Hough,1358,30
Greene,37-C,Lincoln Hough,281,30
Greene,39-A,Lincoln Hough,1037,30
Greene,39-B,Lincoln Hough,966,30
Greene,39-C,Lincoln Hough,1063,30
Greene,42-A,Lincoln Hough,989,30
Greene,44-A,Lincoln Hough,386,30
Greene,45-A,Lincoln Hough,373,30
Greene,45-B,Lincoln Hough,335,30
Greene,1ST N CMP,Lincoln Hough,0,30
Greene,3RD N CMP A,Lincoln Hough,767,30
Greene,CLAY C,Lincoln Hough,238,30
Greene,2ND ROBB,Lincoln Hough,115,30
Greene,WILSON A,Lincoln Hough,902,30
Greene,FEDERAL,Lincoln Hough,0,30
Greene,ABSENTEE,Lincoln Hough,2435,30
Greene,CENTRAL POLLING LOCATION: MSU,Lincoln Hough,720,30
Greene,1-ABC,Lincoln Hough,509,30
Greene,2-AB,Lincoln Hough,240,30
Greene,4-AB,Lincoln Hough,229,30
Greene,5-A/6-A,Lincoln Hough,527,30
Greene,5-B/6-B,Lincoln Hough,390,30
Greene,7-AB,Lincoln Hough,436,30
Greene,9-AB,Lincoln Hough,320,30
Greene,11/1ST CAMPBELL,Lincoln Hough,861,30
Greene,12-AB,Lincoln Hough,354,30
Greene,16-AB/27-A,Lincoln Hough,484,30
Greene,20-AB,Lincoln Hough,287,30
Greene,22-AB,Lincoln Hough,465,30
Greene,26-ABC,Lincoln Hough,538,30
Greene,27-BC,Lincoln Hough,646,30
Greene,29-ABC,Lincoln Hough,1040,30
Greene,30-AB,Lincoln Hough,626,30
Greene,31-ABC,Lincoln Hough,1089,30
Greene,32-AC/38-AB,Lincoln Hough,1364,30
Greene,33-AB,Lincoln Hough,456,30
Greene,36A/3RD N CAMPBELL B,Lincoln Hough,609,30
Greene,37-AB,Lincoln Hough,755,30
Greene,40-AB,Lincoln Hough,870,30
Greene,41-AB,Lincoln Hough,818,30
Greene,42-BC,Lincoln Hough,905,30
Greene,44-BC,Lincoln Hough,510,30
Greene,2ND CAMPBELL A/C,Lincoln Hough,2220,30
Greene,2ND CAMPBELL B/CN,Lincoln Hough,1329,30
Greene,3-A,Charlie Norr,395,30
Greene,3-B,Charlie Norr,238,30
Greene,7-C,Charlie Norr,341,30
Greene,16-C,Charlie Norr,408,30
Greene,22-C,Charlie Norr,406,30
Greene,32-B,Charlie Norr,477,30
Greene,34-A,Charlie Norr,517,30
Greene,34-B,Charlie Norr,362,30
Greene,34-C,Charlie Norr,667,30
Greene,35-A,Charlie Norr,489,30
Greene,35-B,Charlie Norr,762,30
Greene,37-C,Charlie Norr,337,30
Greene,39-A,Charlie Norr,693,30
Greene,39-B,Charlie Norr,616,30
Greene,39-C,Charlie Norr,537,30
Greene,42-A,Charlie Norr,632,30
Greene,44-A,Charlie Norr,386,30
Greene,45-A,Charlie Norr,378,30
Greene,45-B,Charlie Norr,313,30
Greene,1ST N CMP,Charlie Norr,0,30
Greene,3RD N CMP A,Charlie Norr,369,30
Greene,CLAY C,Charlie Norr,72,30
Greene,2ND ROBB,Charlie Norr,39,30
Greene,WILSON A,Charlie Norr,717,30
Greene,FEDERAL,Charlie Norr,0,30
Greene,ABSENTEE,Charlie Norr,2094,30
Greene,CENTRAL POLLING LOCATION: MSU,Charlie Norr,1383,30
Greene,1-ABC,Charlie Norr,804,30
Greene,2-AB,Charlie Norr,418,30
Greene,4-AB,Charlie Norr,575,30
Greene,5-A/6-A,Charlie Norr,639,30
Greene,5-B/6-B,Charlie Norr,537,30
Greene,7-AB,Charlie Norr,403,30
Greene,9-AB,Charlie Norr,688,30
Greene,11/1ST CAMPBELL,Charlie Norr,425,30
Greene,12-AB,Charlie Norr,589,30
Greene,16-AB/27-A,Charlie Norr,589,30
Greene,20-AB,Charlie Norr,422,30
Greene,22-AB,Charlie Norr,492,30
Greene,26-ABC,Charlie Norr,555,30
Greene,27-BC,Charlie Norr,540,30
Greene,29-ABC,Charlie Norr,792,30
Greene,30-AB,Charlie Norr,452,30
Greene,31-ABC,Charlie Norr,953,30
Greene,32-AC/38-AB,Charlie Norr,1144,30
Greene,33-AB,Charlie Norr,624,30
Greene,36A/3RD N CAMPBELL B,Charlie Norr,372,30
Greene,37-AB,Charlie Norr,559,30
Greene,40-AB,Charlie Norr,656,30
Greene,41-AB,Charlie Norr,684,30
Greene,42-BC,Charlie Norr,673,30
Greene,44-BC,Charlie Norr,510,30
Greene,2ND CAMPBELL A/C,Charlie Norr,1284,30
Greene,2ND CAMPBELL B/CN,Charlie Norr,683,30
Grundy,COURTHOUSE,Dan Hegeman,430,12
Grundy,EDINBURG,Dan Hegeman,238,12
Grundy,FIRST BAPTIST CHURCH,Dan Hegeman,513,12
Grundy,FIRST CHRISTIAN CHURCH,Dan Hegeman,376,12
Grundy,GALT,Dan Hegeman,155,12
Grundy,LAREDO,Dan Hegeman,217,12
Grundy,SPICKARD,Dan Hegeman,104,12
Grundy,TINDALL,Dan Hegeman,196,12
Grundy,NCMC,Dan Hegeman,298,12
Grundy,ABSENTEE,Dan Hegeman,293,12
Grundy,COURTHOUSE,Terry Richard,118,12
Grundy,EDINBURG,Terry Richard,46,12
Grundy,FIRST BAPTIST CHURCH,Terry Richard,117,12
Grundy,FIRST CHRISTIAN CHURCH,Terry Richard,112,12
Grundy,GALT,Terry Richard,22,12
Grundy,LAREDO,Terry Richard,33,12
Grundy,SPICKARD,Terry Richard,20,12
Grundy,TINDALL,Terry Richard,34,12
Grundy,NCMC,Terry Richard,118,12
Grundy,ABSENTEE,Terry Richard,77,12
Harrison,BETHANY,Dan Hegeman,911,12
Harrison,CAINSVILLE,Dan Hegeman,218,12
Harrison,GILMAN CITY,Dan Hegeman,191,12
Harrison,EAGLEVILLE,Dan Hegeman,314,12
Harrison,NEW HAMPTON,Dan Hegeman,226,12
Harrison,RIDGEWAY,Dan Hegeman,203,12
Harrison,ABSENTEE,Dan Hegeman,265,12
Harrison,BETHANY,Terry Richard,217,12
Harrison,CAINSVILLE,Terry Richard,18,12
Harrison,GILMAN CITY,Terry Richard,38,12
Harrison,EAGLEVILLE,Terry Richard,70,12
Harrison,NEW HAMPTON,Terry Richard,48,12
Harrison,RIDGEWAY,Terry Richard,40,12
Harrison,ABSENTEE,Terry Richard,62,12
Hickory,WHEATLAND,Sandy Crawford,285,28
Hickory,HERMITAGE,Sandy Crawford,316,28
Hickory,WEAUBLEAU,Sandy Crawford,274,28
Hickory,CROSS TIMBERS/JORDAN,Sandy Crawford,206,28
Hickory,ELKTON,Sandy Crawford,361,28
Hickory,PITTSBURG,Sandy Crawford,531,28
Hickory,PRESTON,Sandy Crawford,347,28
Hickory,QUINCY,Sandy Crawford,82,28
Hickory,PLEASANT RIDGE,Sandy Crawford,189,28
Hickory,CARSON'S CORNER,Sandy Crawford,290,28
Hickory,ABSENTEE,Sandy Crawford,333,28
Hickory,WHEATLAND,Joe Poor,83,28
Hickory,HERMITAGE,Joe Poor,88,28
Hickory,WEAUBLEAU,Joe Poor,42,28
Hickory,CROSS TIMBERS/JORDAN,Joe Poor,42,28
Hickory,ELKTON,Joe Poor,133,28
Hickory,PITTSBURG,Joe Poor,165,28
Hickory,PRESTON,Joe Poor,39,28
Hickory,QUINCY,Joe Poor,18,28
Hickory,PLEASANT RIDGE,Joe Poor,49,28
Hickory,CARSON'S CORNER,Joe Poor,92,28
Hickory,ABSENTEE,Joe Poor,110,28
Holt,NORTHWEST,Dan Hegeman,179,12
Holt,NORTHEAST,Dan Hegeman,132,12
Holt,CENTRAL,Dan Hegeman,586,12
Holt,SOUTHEAST-SOUTHWEST,Dan Hegeman,631,12
Holt,ABSENTEE,Dan Hegeman,92,12
Holt,NORTHWEST,Terry Richard,32,12
Holt,NORTHEAST,Terry Richard,29,12
Holt,CENTRAL,Terry Richard,63,12
Holt,SOUTHEAST-SOUTHWEST,Terry Richard,139,12
Holt,ABSENTEE,Terry Richard,22,12
Jackson,PR 01,Mike Cierpiot,16,8
Jackson,PR 02,Mike Cierpiot,348,8
Jackson,"PR 03, 04",Mike Cierpiot,557,8
Jackson,PR 05,Mike Cierpiot,148,8
Jackson,PR 06,Mike Cierpiot,396,8
Jackson,PR 07,Mike Cierpiot,557,8
Jackson,"PR 08, 10",Mike Cierpiot,573,8
Jackson,PR 09,Mike Cierpiot,584,8
Jackson,"PR 13, 14",Mike Cierpiot,808,8
Jackson,PR 15,Mike Cierpiot,250,8
Jackson,PR 16,Mike Cierpiot,327,8
Jackson,PR 17,Mike Cierpiot,405,8
Jackson,PR 20,Mike Cierpiot,498,8
Jackson,"PR 21, 22",Mike Cierpiot,816,8
Jackson,PR 28,Mike Cierpiot,856,8
Jackson,PR 29,Mike Cierpiot,259,8
Jackson,"PR 30, 31",Mike Cierpiot,678,8
Jackson,PR 32,Mike Cierpiot,723,8
Jackson,PR 33,Mike Cierpiot,293,8
Jackson,PR 34,Mike Cierpiot,374,8
Jackson,"PR 35, 36",Mike Cierpiot,642,8
Jackson,PR 37,Mike Cierpiot,494,8
Jackson,PR 38,Mike Cierpiot,359,8
Jackson,PR 39,Mike Cierpiot,660,8
Jackson,PR 40,Mike Cierpiot,343,8
Jackson,"PR 41, 42",Mike Cierpiot,778,8
Jackson,"PR 43, 45",Mike Cierpiot,811,8
Jackson,PR 44,Mike Cierpiot,556,8
Jackson,"PR 46, 59",Mike Cierpiot,605,8
Jackson,PR 47,Mike Cierpiot,385,8
Jackson,PR 48,Mike Cierpiot,176,8
Jackson,PR 49,Mike Cierpiot,558,8
Jackson,PR 50,Mike Cierpiot,641,8
Jackson,PR 51,Mike Cierpiot,321,8
Jackson,PR 52,Mike Cierpiot,322,8
Jackson,"PR 53, 54",Mike Cierpiot,551,8
Jackson,PR 55,Mike Cierpiot,5,8
Jackson,"PR 56,57",Mike Cierpiot,11,8
Jackson,"PR 60, 61",Mike Cierpiot,426,8
Jackson,SN 02,Mike Cierpiot,98,8
Jackson,"SN 03, 19",Mike Cierpiot,409,8
Jackson,SN 04,Mike Cierpiot,447,8
Jackson,"SN 05, 06",Mike Cierpiot,440,8
Jackson,"SN 07, 09",Mike Cierpiot,849,8
Jackson,SN 08,Mike Cierpiot,619,8
Jackson,"SN 10, 12",Mike Cierpiot,1002,8
Jackson,SN 11,Mike Cierpiot,441,8
Jackson,"SN 13, 14",Mike Cierpiot,798,8
Jackson,"SN 15, 23",Mike Cierpiot,753,8
Jackson,SN 16,Mike Cierpiot,75,8
Jackson,SN 17,Mike Cierpiot,319,8
Jackson,SN 18,Mike Cierpiot,477,8
Jackson,SN 20,Mike Cierpiot,377,8
Jackson,SN 21,Mike Cierpiot,524,8
Jackson,"SN 22, 24",Mike Cierpiot,614,8
Jackson,SN 25,Mike Cierpiot,169,8
Jackson,SN 26,Mike Cierpiot,377,8
Jackson,SN 27,Mike Cierpiot,581,8
Jackson,SN 28,Mike Cierpiot,416,8
Jackson,SN 29,Mike Cierpiot,405,8
Jackson,SN 30,Mike Cierpiot,526,8
Jackson,SN 31,Mike Cierpiot,583,8
Jackson,SN 32,Mike Cierpiot,354,8
Jackson,SN 33,Mike Cierpiot,203,8
Jackson,"SN 34, 35, 36",Mike Cierpiot,236,8
Jackson,SN 37,Mike Cierpiot,509,8
Jackson,SN 38,Mike Cierpiot,781,8
Jackson,SN 39,Mike Cierpiot,634,8
Jackson,SN 40,Mike Cierpiot,508,8
Jackson,SN 41,Mike Cierpiot,330,8
Jackson,SN 42,Mike Cierpiot,758,8
Jackson,"SN 43, 46",Mike Cierpiot,249,8
Jackson,SN 44,Mike Cierpiot,365,8
Jackson,SN 45,Mike Cierpiot,446,8
Jackson,SN 47,Mike Cierpiot,227,8
Jackson,SN 48,Mike Cierpiot,264,8
Jackson,SN 49,Mike Cierpiot,184,8
Jackson,SN 50,Mike Cierpiot,121,8
Jackson,"SN 51, 52",Mike Cierpiot,236,8
Jackson,"VB 01, 12",Mike Cierpiot,199,8
Jackson,"VB 02, 03, 13",Mike Cierpiot,645,8
Jackson,VB 04,Mike Cierpiot,2,8
Jackson,"VB 07, 08, 14",Mike Cierpiot,231,8
Jackson,VB 09,Mike Cierpiot,166,8
Jackson,"VB 10, 11, 19",Mike Cierpiot,919,8
Jackson,"VB 15, 16, 17, 18",Mike Cierpiot,453,8
Jackson,ABSENTEE,Mike Cierpiot,2721,8
Jackson,PR 01,Hillary Shields,6,8
Jackson,PR 02,Hillary Shields,387,8
Jackson,"PR 03, 04",Hillary Shields,700,8
Jackson,PR 05,Hillary Shields,182,8
Jackson,PR 06,Hillary Shields,355,8
Jackson,PR 07,Hillary Shields,523,8
Jackson,"PR 08, 10",Hillary Shields,456,8
Jackson,PR 09,Hillary Shields,645,8
Jackson,"PR 13, 14",Hillary Shields,678,8
Jackson,PR 15,Hillary Shields,273,8
Jackson,PR 16,Hillary Shields,312,8
Jackson,PR 17,Hillary Shields,419,8
Jackson,PR 20,Hillary Shields,404,8
Jackson,"PR 21, 22",Hillary Shields,733,8
Jackson,PR 28,Hillary Shields,676,8
Jackson,PR 29,Hillary Shields,284,8
Jackson,"PR 30, 31",Hillary Shields,800,8
Jackson,PR 32,Hillary Shields,509,8
Jackson,PR 33,Hillary Shields,350,8
Jackson,PR 34,Hillary Shields,485,8
Jackson,"PR 35, 36",Hillary Shields,719,8
Jackson,PR 37,Hillary Shields,436,8
Jackson,PR 38,Hillary Shields,298,8
Jackson,PR 39,Hillary Shields,550,8
Jackson,PR 40,Hillary Shields,357,8
Jackson,"PR 41, 42",Hillary Shields,839,8
Jackson,"PR 43, 45",Hillary Shields,849,8
Jackson,PR 44,Hillary Shields,567,8
Jackson,"PR 46, 59",Hillary Shields,472,8
Jackson,PR 47,Hillary Shields,403,8
Jackson,PR 48,Hillary Shields,189,8
Jackson,PR 49,Hillary Shields,408,8
Jackson,PR 50,Hillary Shields,490,8
Jackson,PR 51,Hillary Shields,246,8
Jackson,PR 52,Hillary Shields,213,8
Jackson,"PR 53, 54",Hillary Shields,303,8
Jackson,PR 55,Hillary Shields,0,8
Jackson,"PR 56,57",Hillary Shields,0,8
Jackson,"PR 60, 61",Hillary Shields,205,8
Jackson,SN 02,Hillary Shields,68,8
Jackson,"SN 03, 19",Hillary Shields,367,8
Jackson,SN 04,Hillary Shields,283,8
Jackson,"SN 05, 06",Hillary Shields,331,8
Jackson,"SN 07, 09",Hillary Shields,641,8
Jackson,SN 08,Hillary Shields,491,8
Jackson,"SN 10, 12",Hillary Shields,841,8
Jackson,SN 11,Hillary Shields,320,8
Jackson,"SN 13, 14",Hillary Shields,641,8
Jackson,"SN 15, 23",Hillary Shields,752,8
Jackson,SN 16,Hillary Shields,63,8
Jackson,SN 17,Hillary Shields,299,8
Jackson,SN 18,Hillary Shields,448,8
Jackson,SN 20,Hillary Shields,389,8
Jackson,SN 21,Hillary Shields,538,8
Jackson,"SN 22, 24",Hillary Shields,717,8
Jackson,SN 25,Hillary Shields,152,8
